제목,카테고리
2024년도 정산 장학재단 장학생 신청 안내,장학금
현대차 정몽구 스칼러십 2024 장학생 모집,미분류
[학생활동] 학생팀프로젝트 수행 지원사업,교육/특강/프로그램
[장학] 우송장학재단 장학생 선발안내,미분류
[장학] 문창화공장학회 장학생 선발안내,장학금
"2024학년도 알아두면 쓸 데 있는 신비한 작가 사전, 유현준의 <공간이 만든 공간>",미분류
2024년 하반기 지식재산권 3차 교육 (라이센싱을 통한 지식재산권의 활용(BT분야)),교육/특강/프로그램
현장조사원 및 검토요원 모집안내문,미분류
[한국화재보험협회 방재시험연구원] 계약직 채용,취업 정보
[램리서치코리아]신입 Field Service Engineer모집,미분류
[HD현대미포] 시설보전부 전기/기계 전공자 경력직 모집,취업 정보
[해양수산부] 2024년 「스마트 해상물류 × ICT멘토링」 참여 대학생 모집 홍보,미분류
[한국해양공학회] 2024년 해양공학 CAE 경진대회 개최 안내,[공모전] 공학/IT/SW
[조선소] [삼성중공업] 캠퍼스 리쿠르팅 안,미분류
[조선소] 한화오션 채용 설명,취업 정보
[선급] 미국선급협회 기술부 채용의 건,미분류
[선급] 로이드선급협회아시아 채용 안내,취업 정보
[국립대육성]2024학년도 저학년 진로설계 「커리어로드맵 공모전」 안내(7/15~11/10),미분류
[연구]지식재산권의 이해 및 의약/생명공학 분야 사례를 통한 출원 전략 강의,교육/특강/프로그램
[연구]하반기 지식재산권 교육 안내,미분류
[창업]2024년 기술창업 배치프로그램 'P&U TMI'2기 참가 실험실 모집 공고,[공모전] 공학/IT/SW
[취업][박사대상 채용안내]삼성전기 부산사업장 패키지 사업부 채용 안내,미분류
[기타]건축가 유현준 초청 강연 <공간이 만든 공간>,교육/특강/프로그램
[국립대육성] 2024학년도 「취업성공 우수사례 공모전」 안내 및 홍보 협조 요청,미분류
2024 저학년 진로탐색 프로그램「CEP : 진로특강」 안내(~8/21),교육/특강/프로그램
EES 융합전공 에너지신산업 사업단 설명회 안내 (3/20),미분류
[RIS스마트항만물류사업] 스마트 항만물류 4.0 혁신 인재 양성-글로벌 챌린지,교육/특강/프로그램
부산데이터사이언스아카데미 일본 ICT취업 연계과정 및 온라인 설명회 홍보 요청,미분류
제11회 대한민국 SW융합 해커톤 대회,[공모전] 공학/IT/SW
[WISET] SAP Korea & SAP Labs와 함께하는 위셋 글로벌 멘토링,미분류
[WISET] 한국 3M과 함께하는 WISET 글로벌 멘토링,교육/특강/프로그램
[BGF로지스] 2024년 센터직군 수시채용 모집,미분류
[바디프랜드] 채용,취업 정보
[커리어] 2024년 공영홈쇼핑 육아휴직 대체인력 채용 공고(~8/29),미분류
2023년 부산대학교 파란사다리 사업 참여학생 모집,봉사활동
[채용](주)우원구조 대졸 신입사원 모집공고,미분류
[공모전]대한설비공학회 HVAC 경진대회 산업통상자원부 장관상 및 우수논문상 수상,[공모전] 공학/IT/SW
[채용](주)고려구조안전기술원 모집공고,미분류
[채용]문구조ENG 신입사원 채용,취업 정보
[공모전]2021 국토안전 경진대회,미분류
2021학년도 온라인 직무체험캠프 모집 안내,교육/특강/프로그램
[창조건축] 2025년도 신입사원 채용,미분류
2025 건원건축 신입사원 공개채용,취업 정보
[신세계아이앤씨] 채용연계형 SW개발자 양성 프로그램 (~10/25),미분류
[부산IT교육] 전액국비무료 개발자 취업교육생 모집,취업 정보
[부산] 2024년 물류/무역 자격증 대비&취업교육생 모집(전액국비무료),미분류
신뢰할 수 있는 구글아이디판매 업체 소개합니다. (인스타 구글계정 등 구매 가능),해당없음
(한국공학한림원) 제274회 NAEK Forum 초청 차세대공학리더 지원 안내,미분류
[채용] 2024 울산연구원 상반기 임시직 공개채용(도시공간) 안내,취업 정보
[공모전]제15회 LH 국토개발기술대전 대학(원)생,미분류
"[교육]스마트건설산업 전문인력 양성과정 안내(건축,토목)",교육/특강/프로그램
한국부동산원 부산동부지사 GIS 단기 알바 모집,미분류
[봉사]부산 YMCA 부산지역 유모차 안전지대 실태조사 봉사자 모집,봉사활동
[교육]한국산업인력공단 국비지원 미국취업연수과정,미분류
[알림] 2024년도 한미 첨단분야 청년교류 지원사업 제2기 장학생 선발 공고,장학금
언론취업반 모집 안내,미분류
2023년도 1학기 언론취업반 신입 실원 모집 공고,취업 정보
2024학년도 1학기 언론고시반 신입실원 모집 안내,미분류
2024년 제9회 청년정책경진대회 개최 안내,[공모전] 아이디어/기획
[긴급]2022학년도 2학기 SAM분야 진흥장려금 장학생 선발 안내,미분류
한국정치학회 <지역 경쟁력 강화를 위한 대학생 정책제안 공모전> 안내,[공모전] 기타
2030 청렴인재 아카데미 '청렴교육 청렴토론 경연대회' 모집 안내,미분류
2024년 부산광역시의회 대학생 모의의회 경연대회 안내,[공모전] 기타
2024년(제16회) 학술제 주제 공모 안내(기한연장),미분류
2023학년 저학년 「진로설계 커리어로드맵」 공모전 학생심사단 모집,[공모전] 기타
[국립대육성]2024학년도 사회학과 학술문화제 참가 신청 안내,미분류
2024년도 관정이종환교육재단 장학생 선발,장학금
제16회 늘푸른장학생 모집 안내,미분류
PNU SW융합교육과정 안내,교육/특강/프로그램
[취업] 마크로밀엠브레인 하반기 공개 채용,미분류
[취업] 창원스마일센터 직원 공개채용 재공고,취업 정보
[취업] 경영학과 BK21 사업단 연수연구원 채용 공고,미분류
[취업] (주)한진 대졸 신입사원(지역인재) 채용,취업 정보
[취업] 부산경상대학교 학생진로심리상담센터 연구원 채용 공고,미분류
[기타] 부산대학교 문헌정보학과 40주년 기념 로고 디자인 선호도 조사 안내,해당없음
(재)양산시복지재단 기록물관리전문요원 2023년 하반기 공개채용 공고 안내,미분류
연세대학교 원주의학도서관 사서 정규직 채용 공고,취업 정보
양산시복지재단 기록물관리전문요원(일반직5급) 채용,미분류
부산관광공사 일반계약직 채용재공고 안내,취업 정보
2024년 국립중앙도서관 사서직 공무원 경력경쟁채용 시험공고,미분류
"부산대학교 도서관 전거DB, 학술자료 관계정보 구축 보조인력 모집",취업 정보
한국해양대학교 한시임기제 (사서) 채용 안내,미분류
춘해보건대학교 도서관 계약직 사서 채용 공고,취업 정보
호서대학교 기록관리전문요원 채용 공고,미분류
"[채용] [현대캐피탈] 2024 신입사원 채용 (~4/15(월), 16:00)",취업 정보
[한국PR학회] 한국PR학생회 설명회,미분류
2023 부산대학교-경북대학교-전남대학교 연합 노벨상 해설 강연회,교육/특강/프로그램
BITS 기초학력 향상 프로그램 홍보,미분류
[대한수학회] 2024년 제21기 순득장학재단 장학생 신청 안내(~8/23(금) 12:00까지 대한수학회 우편 제출),장학금
2024년도 아프리카 탄자니아 교육실습봉사활동 참여자 선발 3차 공고,미분류
[원격교육지원센터] 2024학년도 PPT 템플릿 등 콘텐츠 무료 이용 안내,교육/특강/프로그램
부산대학교 전자연구노트시스템 사용 설명회 관련 온라인 자율강좌 실시 안내,미분류
PNU 특강 안내,교육/특강/프로그램
[BK21 대학원혁신] 「경상권 첨단산업 외투기업 Meet-up Day」 참여 안내,미분류
『2024학년도 PNU 성·인권 특강(하계)』 개최 안내,교육/특강/프로그램
[KIMST] 2024년 해양수산 창업 콘테스트 참가자 모집 공고,미분류
「학생역량 인증서 디자인 공모전」개최 안내 및 홍보 요청,[공모전] 미술/디자인/건축
[취업전략과]2024학년도 취업 Skill up 프로그램(1차) 참가자 모집 홍보,미분류
경남 창녕옥야고등학교(사립) 기간제교사 모집,취업 정보
2024년도 대학생 수학 경시대회 [준영 수학동아리 지원 사업] 안내 및 대학생 수학 경시대회 안내,미분류
대덕여자고등학교 기간제교사 모집 안내(~8/9.16시까지),취업 정보
"[취업전략과] 면접의 뽀인트(PPoint), 여름방학 면접 프로그램 참가자 모집",미분류
[이스트소프트] ESTsoft AI 모델 개발자 부트캠프 모집(~8/13),[공모전] 공학/IT/SW
[해운대구] 청년 취업 멘토링 콘서트(부산시 청년 누구나 참여가능),미분류
[SGI서울보증] 2024 하반기 각 분야별 신입사원(4급) 채용 (~8/29(목) 17시),취업 정보
[취업전략과]자기소개서 특강 운영 안내,미분류
2024년 상반기 현대백화점 현장면접(영남권) 안내,취업 정보
BAT코리아제조 채용연계형 프로그램 Supernova 참가자 모집 및 런치설명회 안내,미분류
어린이천문대 하반기 신입사원 모집공고,취업 정보
현대제철 채용상담회 일정 안내,미분류
[학부] [삼성전자 DS부문] 삼성전자 샤이닝스타 5기 모집 안내,서포터즈
[(주)바이오노트]2024년 (주)바이오노트 상시채용 인재모집 공고,미분류
"[국립해양생물자원관]2024년 제1차 신규직원(일반직, 공무직, 기간제) 제한경쟁 채용(~2/22)",취업 정보
[한미그룹] '2024년 상반기 한미그룹 인재모집 공개채용 공고 안내(~4/21),미분류
[JW그룹] 2024년 2차 수시채용 공고 안내(~4/23),취업 정보
[콜마그룹] 2024 콜마그룹 대졸 신입사원 공개 채용 공고(~4/28),미분류
[농림식품기술기획평가원] 2024년도 정규직(연구직 및 운영직) 채용 공고 안내(~5.23),취업 정보
[교육]2024년 9월 동물실험수행자 교육 실시 안내(온라인 교육),미분류
대한지질공학회-2023년 기업설명회,취업 정보
2024년도 글로벌 자원개발 우수인재 육성 프로그램 장학생 신청(연간 최대 3천만원),미분류
현대자동차 울산공장 투어프로그램 「Plant Your Dream」 신청 안내,교육/특강/프로그램
2024년도 제2차 해외전문교육 「Applied Maintenance Management」(5.27~31) 개최 안내,미분류
(해외자원개발협회 교육) 자원개발 AI 실무교육 안내,교육/특강/프로그램
제10회 지질ㆍ광상 단기교육 프로그램 일정 안내,미분류
[ 해외자원개발협회 교육] 자원개발 CSS심화교육 안내(온라인 강좌),교육/특강/프로그램
[KORAD:한국원자력환경공단] 고준위방폐물 기술지원 설명회,미분류
[채용] 2024년 남극과학기지 월동연구대 채용(연구직),취업 정보
[채용] 오미아코리아 지질직 정규직 채용,미분류
[채용] 2024년 한국석유공사 직원 공개 채용_지질직 3명,취업 정보
[채용]대한지질학회 직원 공개 채용,미분류
[채용] (재)자원산업연구원 자원개발분야 연구원 모집,취업 정보
2024학년도 2학기 등록금재원 근로봉사 장학생 및 국가근로 장학생 희망근로기관 신청 안내,미분류
(주)해양생물자원연구소 채용 공고문,취업 정보
2024 해양수산 취업박람회,미분류
2024년도 제2회 국립수산과학원 기후환경연구부 기간제근로자(연구원) 채용 공고,취업 정보
[SK아너스라운지] 2024년 하반기 SK코칭위원의 대학생 코칭 안내,미분류
국립해양생물자원관 2024년 제2차 신규직원 채용 안내,취업 정보
인하대학교 해양과학과 사무원 채용 공고,미분류
한국해양과학기술원 남해연구소(KIOST) 생태위해성연구부 연구보조원 모집,취업 정보
2024년 제4회 국립한국해양대학교 국가공무원 경력경쟁채용(신규) 공고,미분류
APRU VSE 프로그램 안내,교육/특강/프로그램
2024학년도 1학기 응급처치및심폐소생술실습 신청 안내,미분류
[한국독어독문학회] 2024년 Blick um Blick 행사 안내,교육/특강/프로그램
부산 알리앙스 프랑세즈 구인 공고,미분류
2024학년도 사범대학 불어교육과 겸임교원 공개채용 공고,취업 정보
2023년 겨울방학 DELF 2주 단기 특강 신청자 모집,미분류
예비 교원들을 위한 힐링캠프,교육/특강/프로그램
[부산대 K-Digital Training] AI 활용 빅데이터분석 풀스택웹서비스 SW 개발자 양성과정,미분류
학부] AIEDAP 권역 공동 중등 예비교원 AI·디지털 역량 강화 연수 신청 안내,미분류
2023년 산재보험패널 데이터 설명회 개최 및 분석 주제와 연구계획서 공모,미분류
마감임박★ [신세계아이앤씨] 채용연계형 SW개발자 양성 교육과정 (전공무관)(~10/25),미분류
"초대! 『#가속하라』 출간 기념 로빈 맥케이, 에이미 아일랜드 화상 강연 (2023년 11월 4일 토 저녁 7시)",미분류
[한마음상담센터] 시네토크(ZOOM),미분류
[한마음상담센터] 상담 시 사진 활용을 배울 수 있는 사진치료 워크숍(ZOOM),미분류
[채용연계] 클라우드 기반 웹&앱 개발자 양성 과정,미분류
"2024년 8월 학위수여식 석박사 학위복 대여 및 제작, 기타프로그램 관련 안내",미분류
2024학년 성북초등학교병설유치원 여름방학 중 방과후과정 지원인력 채용 공고,미분류
"2024년 제21회 거북이캠프 함께 성장하는 거북이학교"" 참가자 모집 안내""",미분류
"2024학년도 1학기 교직적성및인성검사 결과 조회 및 교육특강 개최, 제2회 교직적성및인성검사 실시 안",미분류
녹산유치원 특수학급 방과후과정 시간제기간제 교사 채용 안,미분류
해운대 특수교육지원센터 순회교육 기간제 교사 채용 안,미분류
금정구장애인복지관 학교적응 프로그램 전담 강사 채용 공고,미분류
부 산맹학교 기간제교사 채용 공고,미분류
부산진구장애인복지관 직원(특수교사 또는 언어재활사) 채용 공고,미분류
부산광역시장애인종합복지관 특수교사를 공개채용,미분류
초연중학교 기간제 교사 채용 안내,미분류
마산여고 기간제 교사 채용 공고,미분류
부산광역시교육청 기초학력지원강사 채용(3차),미분류
정관중학교 도덕 시간 강사 채용 공고,미분류
부산사대부고 기간제교사 채용,미분류
효정고등학교(울산) 윤리 기간제 교사 채용 내용,미분류
2024 AIEDAP 권역 공동 중등 예비교원 AI·디지털 역량 강화 연수 개최 안내 및 참가자 모집 안내,미분류
5월수체,미분류
6월수체,미분류
7월수체,미분류
2024년 서부교육지원청 서부수학체험교실 대학생 봉사자 모집,미분류
8월수체,미분류
9월수체,미분류
이헌수학스쿨 수학지도 구인,미분류
신곡중학교(해운대 좌동) 수학과 기간제 교사 채용 공고,미분류
2023년 여름방학 서동지역아동센터 중등 학습 멘토를 모집합니다.,미분류
2023학년도 1차 공기업 NCS 특강신청 안내,미분류
제5기 KOFST 크리에이터 모집 공고(~9.30),미분류
한국사항진흥재단 24년1차 직원채용 공고,미분류
2024학년도 2학기 등록금재원 근로봉사 장학생 중 소수학생(다문화/탈북) 우선 선발 안내,미분류
2024학년도 AI·디지털 기반 수업 혁신 토크 한마당 수문수답 개최 안내,미분류
[멘토스쿨 운영] 2024학년도 하계방학 멘토스쿨 참여자 모집 안내(2차),미분류
[긴급]경기도 동두천 중앙고등학교 기간제 모집,미분류
효암고등학교 기간제 교사 채용(생물),미분류
2024학년도 장안중학교 기간제교사 채용(과학),미분류
부산여자고등학교 기간제 채용 공고,미분류
지진 화산위기 - 지진과 화산재해의 이해 및 대응 특강 (윤성효 명예교수님),미분류
‘지구과학교육과와 함께하는 2024 오픈랩’ 및 ‘대중강연 <은하의 모든 순간>’ 안내,미분류
부산진고등학교 지구과학 계약제교원 채용,미분류
용인 구성중학교 기간제교원(지구과학) 채용 공고,미분류
2024년 하반기 어린이천문대 채용 안내,미분류
경남온라인학교 2학기 지구과학 기간제 교사 모집,미분류
2024학년도 감천중학교 기간제교사(과학) 채용 재공고 안내,미분류
대덕여자고등학교 지구과학(공통과학) 기간제교사 채용안내,미분류
롯데장학재단 장학생 모집공고,미분류
코로나19 국복! 건강위험 탈출! 청소년 UCC 공모전 안내,미분류
전동킥보드 개인형 이동형장치 이용 안전수칙 동영상 교육 시청 안내,미분류
2024학년도 1:1 취업컨설팅 참여자 선발 결과 알림,미분류
[공고] 관정이종환교육재단 장학생 선발 안내,미분류
[장학생] 밀양시민장학재단 장학생 추천,미분류
한국장학재단 2024년 파란사다리 멘토링 프로그램 안내,미분류
"3,4학년 고학년 진로설계 프로그램 CAP@ 집단상담 참가자 모집 안내",미분류
램리서치코리아 추천 채용,미분류
"1, 2학년 저학년 진로탐색 프로그램 CEP 진로특강 모집 안내",미분류
공기업 취업특화 프로그램을 운영하오니 많은 참여 바랍니다,미분류
"[국립대육성] 3, 4학년 진로설계 프로그램 대학생 CAP@ 집단상담 안내",미분류
SK아너스라운지 2024년 하반기 「SK코칭위원의 대학생 코칭」,미분류
SK 마이크로웍스(주) 추천 채용,미분류
공기업 취업특화 프로그램 운영 및 신청 안내,미분류
피에이치에이 산학장학생 추천,미분류
SNF Korea 추천 채용,미분류
존슨앤드존슨 비전케어 추천 채용,미분류
한미그룹 채용,미분류
[취업전략과] 자기소개서 특강 참가자 모집 홍보 요청,미분류
K-디지털 트레이닝 교육과정 안내,미분류
현대백화점 부산대학교 현장면접(캠퍼스리크루팅) 일정 안내,미분류
「제3회 PNU Research 콘서트」개최 안내,미분류
2024학년도 5월 도서관 이용교육 일정 안내 및 홍보 협조 요청,미분류
「Air부산 드림아카데미」 교육생 모집 안내,미분류
"태광산업(주), 대한화섬(주) 채용상담회 일정 안내",미분류
[LG그룹 D&O] 곤지암리조트 마케팅 대졸 신입 수시채용 홍보 요청,미분류
2023학년도 2학기 장학사정관 추천 학업지원장학생 선발계획 알림,미분류
공공정책학부 s/w융합전공(공공데이터분석) 신청안내,미분류
공공정책학부 SW융합트랙(공공데이터분석 융합트랙) 신청안내,미분류
[CFA한국협회] 2024/25 CFA Institute Research Challenge 한국 대회 개최 안내,미분류
BAT Korea Supernova 인재육성 채용 연계프로그램 안내( 신청기한: ~ 6/23),미분류
2024-2학기 해성문화재단 장학생 추천 안내(~8/1),미분류
2024 부울경 ICT 이노베이션 챌린지 개최 안내,미분류
[산학협력단] 하반기 지식재산권 3차 교육 운영 및 신청 안내(라이센싱을 통한 지식재산권의 활용(BT분야)),미분류
"[PNU 대학원 FAIR] “포스터 스트리트 참여 학생 모집 안내(~8/31)""",미분류
[채용] 콘텐츠미디어 그룹NEW 2024 하반기 신입/경력 채용,미분류
[채용] 2024년도 한국선급 1차 직원 채용 안내,미분류
"[채용] (주)윈스 채용연계형 사이버보안 교육생 모집(부산, ~8/14까지)",미분류
[채용] 2024 HD현대 AI 신입/경력 채용 공고,미분류
"과기정통부 주최 KISA주관 2024 블록체인 누리단 모집""(~6/26)""",미분류
「미래자동차 모델기반 S/W 캠프」훈련생 모집 홍보,미분류
[NEXON] 2024 NEXON GAMEJAM '재밌넥',미분류
[한국공학한림원] 2024 석학 멘토링 참여 멘티 모집(~7/5),미분류
[공개SW협회] 오픈소스SW 라이선스 전문교육 with DebConf24(부산/8.1(목)/무료) 안내,미분류
국제공인 IT 전문가 양성교육및 자격증 취득과정 안내,미분류
2024년 (주)원스 채용연계형 사이버 보안 전문인력 양성과정 교육생 모집 홍보,미분류
(Open UP)2024년 오픈소스 컨트리뷰션 아카데미 체험형 프로그램 멘티 모집 안내,미분류
2024년 한국과학기술정보연구원(KISTI) 연구데이터 분석활용 경진대회,미분류
[CCE 2024]사이버공격방어대회 개최 안내,미분류
2024 제2회 KISIA 정보보호 개발자 해커톤 개최 안내,미분류
[부산정보산업진흥원] BGC 게임 창작 챌린지 접수 안내,미분류
"부산시 주최 DIVE 2024""(글로벌 데이터 해커톤 대회) 개최 안내""",미분류
알아두면 쓸 데 있는 신비한 작가 사전-건축가 유현준 초청 강연 <공간이 만든 공간> 안내,미분류
2024년 지역산업 혁신기업 스케일업 데모데이 공모 및 신청 안내,미분류
[K-ICT빅데이터센터] 데이터 크리에이터 캠프(접수마감 ~9/10),미분류
[차세대바이오헬스산업 혁신인재양성사업단] 바이오헬스 글로벌 역량강화 지원 프로그램 안내,미분류
2024년 하반기 지식재산권 1차 교육 온라인 자율강좌 실시 안내,미분류
2024년도 하반기 교내 연구자 대상 지식재산권 3차 교육 운영 및 신청 안내(라이센싱을 통한 지식재산권의 활용 (BT분야)),미분류
주식회사 리더스 인덱스 - 빅데이터 수집 및 엑셀 데이터 입력 및 분석 연구원 모집 공고(~6/30),미분류
[채용] 씨젠의료재단 AI Research Engineer 채용 안내,미분류
"[부산대 AI 콜로퀴엄 2024] 6/11(화) 하정우 네이버클라우드 AI 이노베이션 센터장, 생성 AI시대 우리의 대응전략과 R&D",미분류
[채용] [INEEJI] (주)인이지 AI연구소 데이터분석가/AI엔지니어 채용,미분류
[행사] 2024 디지털혁신인재 심포지엄,미분류
2024 삼성 AI/CE Challenge,미분류
"The AI Korea 2024(8.19-20, 과학기술컨벤션센터 중회의실)",미분류
[2024-1] 2024학년도 제2회 특별초청강연 (5.9.(목)) GSIS Special Lecture,미분류
2024학년도 하반기 외국인 전임교원 신규채용 공개강의 안내 Public Lectures,미분류
[주아세안대표부] YOUR-K! YOUR-ASEAN! 영상공모전,미분류
[부산국제교류재단] 기간제 근로자(육아휴직 대체인력 등) 채용 재공고(~3/5),미분류
[한아프리카재단] 차세대아프리카전문가(YPA) 선발 공고,미분류
"[한국산업인력공단] WELL프로그램 설명회 (4.21.(금), 11:00)",미분류
부산 거주 외국인 유학생 모니터링 요원 모집 Recruitment of Monitoring Assistants from the Busan Tourism Organization,미분류
[부산관광공사] 부산 거주 외국인 및 유학생과 함께하는 부산여행 참가자 모집 Busan City Tour with Interpreters(ENG/ JPN/ CHN),미분류
[부산국제마케팅광고제] 2023 영스타즈 Young Stars MAD Competition 2023,미분류
[동명대학교] 해양ICT인력양성사업단(신설예정) 계약직연구원 채용 공고,미분류
[부산국제교류재단] 2023년 유라시아 시민대장정 참가자 모집,미분류
2023 KSP 성과공유컨퍼런스,미분류
세계인권선언 제75주년 기념 법무부 국제인권 논문 공모,미분류
2024년 제1회 부산?진해경제자유구역청 일반임기제공무원(행정6급) 임용시험 공고,미분류
2024년도 제17회 국제기구 진출 설명회 개최 International Career Fair 2024,미분류
[조선해양공학과] IMO 임기택 사무총장님 특별초청강연,미분류
[공연안내] 캠퍼스 목요아트 스페셜 'Summer Daydream',미분류
<부곡중앙교회에서 피아노 반주자를 구합니다>,미분류
김해 율하신도시 음악학원 파트 및 전임 구합니다!,미분류
안락동 김은미피아노아카데미 피아노 선생님 구합니다.,미분류
[학부/오디션] 2023학년도 정기연주회 협연 오디션 공고,미분류
2024년도 하반기 겸임교원 채용 안내,미분류
출석인정 프로그램 시행 알림,미분류
[강사]2024학년도 2학기 부산대학교 강사 신규채용 공고(조형학과),미분류
[강사]2024학년도 1학기(2차) 강사 신규채용 합격자 제출서류 안내,미분류
2024 SW중심대학 프로그램 안내,미분류
<강미리할무용단> 예술인력 채용 공고,미분류
2024학년도 상반기 전임교원 신규채용 공개강의 일정 안내,미분류
【추천대외활동】2024 제품안전 크리에이터,미분류
2023학년도 부산대학교 직장어린이집 보육교사 채용 공고: 12.05.(월) ~ 12.14.(수),미분류
부산대학교 부설 어린이집 교사 채용 공고: 12.05.(월) ~ 2022. 12.14.(수),미분류
해운대구다문화가족지원센터 신입 및 경력직원 채용 (정규직 : 팀원/언어발달지도사) 공고: 12.19.(월) ~ 01.05.(목) 17:00,미분류
(사)한국생태유아교육연구소 위탁운영 어린이집 보육교사 채용 공고 : ~12/15(금) 18시까지,미분류
"[식영/학부] 2024학년도 생활과학대학 발전기금(비교과마일리지, 동문회)장학생 선발 안내",미분류
[식영/공통] 2024 BrainLink X-Lab Day Talk Concert,미분류
[식영/공통] 부산광역시 부산진소방서 기간제근로자(영양사) 채용 공고,미분류
[식영/공통] 양산시 어린이·사회복지급식관리지원센터 직원 채용 공고,미분류
[식영/공통] 식품 알레르기 정보 수집 아르바이트 모집,미분류
[식영/학부] 금정구 어린이급식관리지원센터 직원 채용 공고,미분류
[식영/학부] 화성시어린이·사회복지급식관리지원센터 2024년 4차 직원 채용 공고안내,미분류
인테리어 설계 직원모집,미분류
성 인터네셔널(주) 직원채용 공고,미분류
INFINI 사원모집공고(~7/8),미분류
2017학년도 공무원 임용지원 사업 안내,미분류
[채용추천] 한샘 RD 교수추천 채용 안내,미분류
제17회 공간디자인 대전(~12/3),미분류
부산글로벌허브도시 청년 해커톤 대회,미분류
2024 갓생진생 1분 영화제,미분류
2024 해양수산 창업콘테스트,미분류
제 2차 K-CURE 암 공공 라이브러리 경진대회,미분류
2024년 ‘제35회 이건음악회' 아리랑 편곡 공모전’,미분류
2024학년도 2학기 국가근로 및 등록금재원 근로봉사 장학생 인원 학과별 배정 알림,미분류
[대통령경호처] 7급 공무원 공개채용(~7/1),미분류
온더핏(ON THE FIT) 프리랜서 트레이너 모집 공고,미분류
2023년 하반기 피트니스 운영/관리 정규직 채용,미분류
마우나오션C.C 정규 직원 모집,미분류
2024 하나 소셜벤처 유니버시티 창업교육 프로그램 모집 홍보 요청,미분류
[밀양시] 2024년 「우리함께해요! 꿈키움 멘토링 사업」 안내,미분류
2024학년도 1차 부산시 공공기관 통합채용 대비 공기업 NCS 모의고사 및 특강 신청 안내(~4/26),미분류
2024학년도 태양광발전소 수익 활용 취업동아리 및 창업동아리 모집(~6/13),미분류
[한국농업기술진흥원] 2022 공개경쟁채용,미분류
[경농] 2022년 하반기 대졸 신입사원 정규직 공개채용(~6.26.),미분류
[(주)한사랑] 2022년도 신입사업 모집 공고,미분류
[경상남도농업인력자원관리원] 7급 임기제 공무원(작물재배관리),미분류
[BGF리테일 2023 상반기 신입사원 공개채용],미분류
KT AIVLE SCHOOL 4기 참가 교육생 모집(~5/22),미분류
2024년 제2회 안양시 지방임기제공무원 채용시험 시행계획 공고(~3.13),미분류
[★3/21 마감임박!!! 부산/전액국비★]관광/마케팅/컨벤션 /기획 취업교육생 모집(스펙+포트폴리오),미분류
"[부산/전액국비] 매월 최대 816,000원 받는 전액국비무료 IT 취준생 모집 !! (빅데이터, 프론트엔드개발자)",미분류
[ ★부산시 전액국비지원★ ] 물류/무역 자격증대비 및 취준생모집,미분류
[★부산/IT취업★] 전액국비무료 취준생 모집(프로젝트 실무/매월 최대 70만원 제공),미분류
[ ★마감임박/부산★ ] 부산시 전액국비지원/ 물류/무역 자격증대비 및 취준생모집,미분류
[부산/전액무료] 매월 최대 70만원 제공!! 물류/무역 취준생 모집,미분류
"스마트팜 커뮤니티 미래 스마트농업의 주역인 부산대 학생들을 초대합니다""",미분류
학생역량 인증서 디자인 공모전 안내(신청 ~7/22(월)까지),미분류
2024년 파란사다리 사업 안내(접수 ~ 8/14(수)),미분류
2024년 파란사다리 사업 멘토링 프로그램 멘티 모집공고(접수 ~ 8/21(수) 18:00),미분류
2023학년도 생명자원과학대학 캡스톤디자인 경진대회 서식,미분류
2024년도 오뚜기함태호재단 장학생 추천 안내,미분류
2024학년도 지능정보서비스(인터넷·스마트폰) 과의존 예방교육 안내,미분류
2025년 전국 지역인재 7급 수습직원 추천대비 예비대상자 모집 안내,미분류
[국립대육성]2024학년도 고학년 진로설계 프로그램 [대학생 CAP@:집단상담] 1차 모집 안내,미분류
저학년 진로탐색 프로그램 [CEP:집단상담] (1차) 참가모집 안내,미분류
[삼성에스원] 2023 상반기 3급 신입사원 채용 (~3/15 17시까지),미분류
2023년 제2차 한국농업기술진흥원 공개경쟁채용 공고,미분류
[비교과] 2023년 부산대학교 파란사다리 사업 멘토링 프로그램 멘티 모집 안내,미분류
[비교과] <사서와 함께하는 Reading & Watching 초청특강> 참가신청 안내,미분류
[비교과] 2024 농식품 규제혁신 공모전 안내,미분류
[삼양그룹] 2024년 4월 삼양그룹 신입사원 수시채용 모집(~24.4.22),미분류
[현대카드|현대커머셜] 2024 영업/채권관리 Internship 모집(~24.4.29),미분류
[KB증권] 2024년 신입직원 공개채용(~24.5.27),미분류
[제이와이텍코리아] C#을 이용한 DAQ 이론 및 실습 교육(24.5.30),미분류
[한국후지필름비즈니스이노베이션] 상반기 신입 및 경력사원 공개 채용 (~24.6.2),미분류
[부산빅데이터혁신센터] 2024 혁신성장 데이터 챌린지 DX BOOT CAMP(~24.6.7),미분류
[한국농업기술진흥원] 2024년 한국농업기술진흥원 제 1차 공개경쟁채용(~24.5.31),미분류
[취업전략과] 저학년 진로탐색 CEP 진로특강 참여자 모집(~08.21,미분류
[취업전략과] 고학년 진로설계 CAP@ 집단상담 참가자 모집(~08.15),미분류
［대한한의학회］'2023 미래인재상' 장학생 모집 안내,미분류
'ICMART2024' 개최 안내 및 '국제학술대회 포스터 발표 도전하기' 참여 안내,미분류
［한국한의학연구원］2021년 2차 정규직 채용 안내,미분류
"［부산대학교한방병원］2023년도 전공의(전문수련의, 일반수련의) 모집공고",미분류
［자생한방병원］2023년도 전문수련의 및 군전공의 모집 안내,미분류
